03_IS_COVID19_DENNI_DATA_risk_vyvoj_20201231.xlsx,54,84,81,84,81
03_IS_COVID19_DENNI_DATA_risk_vyvoj_2021leden13.xlsx,55,84,82,84,82
03_IS_COVID19_DENNI_DATA_risk_vyvoj_2021leden15.xlsx,55,84,82,84,82
03_IS_COVID19_DENNI_DATA_risk_vyvoj_2021unor09.xlsx,55,84,82,84,82
03_IS_COVID19_DENNI_DATA_risk_vyvoj_listopad20.xlsx,54,84,81,84,81
03_OWL_322_ohne_LZ.xlsx,462,1092,630,882,532
03_vakcinace_dle_obci_vyberORP_220108.xlsx,6460,13127,12920,12512,12510
0402.xlsx,111,333,222,3,2
0.41147314357174-1-Administrador-2021-07-15-SUBSIDIOS MAYO SAC.xlsx,8540,21350,19215,10,9
04 - SRS-H-0812(SCHC)物料清单 -总生产任务.xlsx,2637,5274,2637,30,15
04 Summer Olympic medallists 1896 to 2008.xlsx,8,19,15,17,14
04.代码自测结果表（模板）.xlsx,9,14,13,14,13
052018_Performance vs Target tracking_ENT.xlsx,8975,17762,17501,9617,8981
05.3. S&P500-KOSPI200 (실습결과).xlsx,5184,10368,10366,10368,10366
05-Regressao-Logistica-WILBER_LINHARES.xlsx,12,38,40,38,40
06-04-2015_01_11_18 pm.xlsx,136,235,161,191,127
06-04-2015_01_11_45 pm.xlsx,136,235,161,191,127
06-04-2015_02_49_00 pm.xlsx,135,235,161,191,127
06-04-2015_06_54_07 pm.xlsx,139,235,161,191,127
06A-COBie_Test-stage6-COBie.xlsx,21,44,40,44,40
06-CDC-EQ_APOYO-180213.xlsx,5818,9260,11502,771,928
06 - Excel I - Exercícios.xlsx,39,60,58,60,58
06 Nong Nghiep (111-210) -2020 Lam Dong.xlsx,558,1095,961,1067,855
07-04-2015_02_28_44 pm.xlsx,140,235,161,191,127
07-04-2015_05_36_54 pm.xlsx,138,235,161,191,127
07-04-2015_06_34_45 pm.xlsx,138,235,161,191,127
07-04-2015_10_23_34 am.xlsx,135,232,152,181,118
07-04-2015_10_24_37 am.xlsx,137,235,161,191,127
07-13 vRC8.3.xlsx,16821,28328,40378,23943,29908
08-04-2015_10_45_32 am.xlsx,136,235,161,191,127
08 Census 2011 District Tehrathum.xlsx,168,504,336,108,72
098_EPIDEMIOLOGICAL STUDY_RESULTS.xlsx,3906,7785,7763,7735,7735
0a52c65d8e97cb08d05749d796348289.xlsx,396,1164,948,209,160
0to20.xlsx,72,108,72,108,72
0.xlsx,16497,98982,82485,6,5
100ms.xlsx,5861,11724,14694,11724,14694
10.1-10.31日福龙结算单(13)_10.xlsx,3941,6049,4067,708,551
1016-zongmingsheng.xlsx,60,192,180,192,180
10.2015.xlsx,303,711,545,572,474
10214-0_57pcs.xlsx,2332,3389,10370,1978,6327
10-21-trucos-excel.xlsx,9059,20050,17222,14073,13238
10_2_night.xlsx,216,432,424,432,424
102_个别报表_2019年度_天禾软件_V0.1.xlsx,19406,41717,42482,29797,28574
10581_cc_vehicle_history.xlsx,13,26,13,26,13
106010937_CDM_All_2019.xlsx,2,12,10,12,10
106121080_CDM_All_2020.xlsx,3,11,10,11,10
106141273_CDM_All_2019.xlsx,5,15,13,15,13
106150808_PCT_CHG_2018.xlsx,3159,9473,6316,37,24
106190525_CDM_ALL_2018.xlsx,3,11,10,11,10
106190568_CDM_All_2018.xlsx,3140,6285,3145,1543,774
106301380_PCT_CHG_2021.xlsx,23982,71903,47956,53,56
106370782_PCT_CHG_2018.xlsx,3960,11875,7915,11,7
106410817_CDM_All_2020.xlsx,3,11,10,11,10
106420493_CDM_All_2018.xlsx,225,450,225,424,212
108_个别报表_2019年度_新加坡天合_V0.1.xlsx,18038,38202,39511,28993,27920
10912查處名單.xlsx,56,114,75,47,26
10 - Conditional Formatting.xlsx,18,50,32,11,6
10gen_stwd_pct.xlsx,3842,9236,9906,4987,6480
10k_oper_energy.xlsx,18360,36368,18899,1182,1205
10年交易计划 - 20181001.xlsx,8609,16832,14348,2528,2427
110_个别报表_2019年度_润港化工_V0.1.xlsx,19326,41157,43114,30062,28743
111 - 112 - 15.xlsx,6017,15055,14408,9100,9065
11.14.15 Carb WC3 ISST Plates-calibrated.xlsx,1743,2395,7355,2155,6847
11202_个别报表_2019年度_深圳金信_V0.1 - 合并版.xlsx,18147,38392,39744,29073,27988
11301_个别报表_2019年度_北京金科_V0.1-合并版.xlsx,18367,39058,40551,29136,28031
1.1 3.17. Practical example. Confidence intervals_lesson.xlsx.xlsx,45137,105181,60305,30141,15184
1-1-3-Kickstarter Analysis Project Submitted.xlsx,28905,57833,45452,40,30
11.9计算裂变效果.xlsx,81,82,158,82,158
11. Co Daily - November 2018.xlsx,1074,2190,1472,1339,920
11 - Excel I - Exercícios.xlsx,228,527,581,98,132
1.1 nba pivots.xlsx.xlsx,26,43,110,43,110
1.1 รายงาน BS PL CF (ฉบับส่ง) ใช้สำหรับปี64(2).xlsx,827,1471,1607,914,738
1205SIL (Conference Room).xlsx,5197,11908,9441,2522,2403
1205SIL (Guilt).xlsx,5188,11888,9424,2521,2402
1205-SIL.xlsx,5275,12092,9591,2526,2408
120CAMV_Date_03_16_2020_UEF Med_Normal Capacity_Shroud OFF.xlsx,904,1396,1297,1037,987
123BO_Backtest.xlsx,122,244,128,60,36
1_26.05.2014-15.06.2014.xlsx,318,747,558,439,348
(1)27-B.xlsx,100003,200004,100007,12,8
12.9号订单流水帐.xlsx,104,199,140,18,11
1.2 nba pivots - Solutions.xlsx.xlsx,26,43,110,43,110
131021-Legislative-District-Analysis-Statewide.xlsx,1357,2714,1357,2714,1357
134-132-2 QUOTE INCOMPLETE.xlsx,1920,3088,3468,2754,3206
134-visual.xlsx,145,192,121,85,68
14.2 Camila1 Recuperação IRA COVID para análise estatística.xlsx,99,192,96,60,30
-1432056791.xlsx,638,1273,638,21,12
150squarewave.xlsx,5004,10005,10005,10005,10005
151013_Testdata_HCS_min_2.xlsx,1452,2904,1452,92,46
151121 hyst_char.xlsx,11586,19382,27034,11694,15475
1512990987_PDC_CHW_Y5_WV1.xlsx,207,523,334,111,71
152 - 155 - 15.xlsx,5361,12345,9564,1470,1486
1528996719_GCI-FT - 15 V6 FORMULADO (3) NOVEDAD TAMSULOSINA.xlsx,150,350,250,7,5
15년 3월 - 4월 마감  철가자료(수정 1차).xlsx,743,2229,1486,3,2
1538818511.BID_2018_05_23_n1hr0tpt1000(1).xlsx,59,69,64,69,64
1539332862.xlsx,375,1027,719,87,59
15-3.xlsx,20372,40476,21711,1096,1625
154 - 632 - 14.xlsx,1189,1815,2969,1003,1957
1560775971202909.xlsx,462,517,462,237,182
15902461945ec93b32a49016.86073787.xlsx,210,627,622,627,622
160707_Tarabykin_HP1TKO.3_HCS_Min_7c.xlsx,1233,2466,1233,92,46
16_07_fixed_many_combined.xlsx,31820,41400,92341,41400,92341
161 Ranking Comunal Educación.xlsx,95282,20022,31345,19660,30981
1620531665899-test-upload-node.xlsx-ekonomi.xlsx,4921,9842,4921,2,1
16-21.xlsx,1260,3780,2520,6,4
163c176fc934928f78245cd5587d4582.xlsx,167,97,69,97,69
1641171841Patrick Kenney - Amazing Products Sold (SFBA) - $40K - Women's Apparel - 8_23_21.xlsx,3610,7218,5437,406,307
1641177248Patrick Kenney - Amazing Products Sold (SFBA) - $40K - Women's Apparel - 8_23_21.xlsx,3610,7218,5437,406,307
16.表3-32.xlsx,1444,4346,2912,30,22
170315_DRC.xlsx,285,304,285,304,285
17-03-2015_02_49_47 pm.xlsx,138,229,156,185,122
17-03-2015_06_02_49 pm.xlsx,138,229,156,185,122
17-03-2015_06_51_11 pm.xlsx,136,229,156,185,122
1705.Trips-Formated.xlsx,55523,55525,41643,13,9
171207 TODO EN UNO.xlsx,1779,4111,2749,627,408
17.1. K5 Fund (실습결과-데이터고정).xlsx,2831,5607,6587,5108,5834
17-9d2f3331ce4165668838bbc4f7f3af76-1327952387.xlsx,11094,16794,11192,63,35
17_analysis_TX16S_right_middle_aligned_stock_magnets_minus100digits.xlsx,46824,93648,85839,78042,78036
17上(中国) 受注・売上実績1703.xlsx,13605,16668,28838,15564,21103
17上(中国) 受注・売上実績1708.xlsx,14431,17722,30392,16761,22529
1801-1820班高一期考（2）成绩统计表20190708.xlsx,5965,9835,10815,6327,7336
180911 Mining_Authoritative_Data_R - Copy.xlsx,232,106,77,104,75
18_19_ApprovedBudget_Nat.xlsx,45,131,86,17,10
1819BTL.r.xlsx,44812,67224,89618,30,34
188212-53-2.xlsx,677,1016,906,614,623
191001_선물데이터_1틱.xlsx,329897,406051,888073,304681,685204
191126P2_ROIAnnotationSummary_200218.xlsx,17893,31751,31164,4275,4177
1996-2020 Silkway International university готовы.xlsx,11,12,11,12,11
1adbdb7980d623cffcd799c80066dd0e.xlsx,3388,6282,3383,6282,3383
1. Buku Kas 2018.xlsx,4856,12881,12853,12200,12113
1. Buku Kas 2018 .xlsx,6739,18349,18344,17648,17545
1_Clean_Original_Intersection_Car_only.xlsx,58566,97612,136654,78092,117133
1cm_Fahrt_865_7.xlsx,2256,4512,2256,4512,2256
1_Completed_30_CL_3nCNa2D.xlsx,1962,3270,1962,5,3
1_Completed_30_CL_AbNVwFw.xlsx,1962,3270,1962,5,3
1_Completed_30_CL_emqJYon.xlsx,1962,3270,1962,5,3
1_Completed_30_CL.xlsx,1962,3270,1962,5,3
1.ejemplo a replicar.xlsx,155796,276656,311733,275411,309952
1. Excel Homework.xlsx,24696,49404,32936,15,10
1_h_prim_todo.xlsx,3641,13562,10041,1646,1104
1 LRD - Influent Characterization - 2015-2017 (version 1).xlsb.xlsx,126840,195346,216792,14793,17739
1 Malaysia_forLSTM_daily_until Sep 2021.xlsx,3863,7727,4836,1959,1952
1 proportion hypothesis test with pivot table.xlsx,14000,24000,12500,10,6
1-s2.0-S0002929720300173-mmc2.xlsx,383,752,376,78,39
1. StarterBook_James (1).xlsx,20622,41244,24772,22,17
1_STATA_Mode_Estimation Results.xlsx,451,1292,905,179,164
1_Transmembrane_type.xlsx,3486,6972,3486,4,2
1.单总线MIPS三级时序产生器逻辑自动生成(2020-4-1).xlsx,430,1443,1284,534,512
200_0130_2021_03_25.xlsx,783,1566,783,4,2
2000-14 Bairdi_ActualVsCalculatedWeight.xlsx,5651,11308,16953,11308,16953
200107_ACF 제품 Lot.No 라벨 발행 P순번_엑셀.xlsx,20,60,65,60,65
2002-2012 std cnts - oat legume means.xlsx,560,816,632,744,528
20-02-2015_01_22_56 pm.xlsx,130,228,156,184,122
200310_미완료노선확인용(200319-v2-개편노선-김민기).xlsx,867,2601,1734,9,6
200326_업무보고서.xlsx,5174,10314,5174,9387,4723
2003 rel517.xlsx,32450,129800,97350,8,6
20.04.28 Reporte CES(v1).xlsx,547,1116,1225,257,202
2006.xlsx,107,269,217,269,217
2007-2019-HIC-Counts-by-CoC.xlsx,221,442,221,442,221
2007-2019-Housing-Inventory-Count-by-CoC.xlsx,221,442,221,442,221
200729_EngineStudsTighteningTorqueR09.xlsx,1806,2350,7746,2350,7746
200729_EngineStudsTighteningTorqueR10.xlsx,1806,2350,7746,2350,7746
2008피톤치드.xlsx,2172,5074,4341,18,12
2010 Chat 18xx Tourney Scoring Workbook.xlsx,4564,9031,10264,5242,5664
2010 correlation.xlsx,19,39,37,39,37
2010_Laramie_County_Primary_PbP.xlsx,175,306,153,306,153
2010_Sweetwater_County_General_PbP.xlsx,85,154,77,154,77
20110728_Swan River Master Data_ all data P1 to P3-1.xlsx,10217,15699,12723,2467,2160
20110728_Swan River Master Data_ all data P1 to P3-2.xlsx,10217,15699,12723,2467,2160
2011_Master.xlsx,891,2155,1473,149,92
2011_Pioneer_AVR_IP_&_RS-232_USA Models_8.6-1.xlsx,284,384,284,384,284
2012-12-inventario.xlsx,14061,19696,9848,380,190
2012-2013.xlsx,129,370,363,362,359
201225_Input_data_general_V0.xlsx,183677,366958,183653,376,362
2012.b.xlsx,200448,300672,300672,6,6
2012_Campbell_County_General_PbP.xlsx,80,148,74,148,74
2012_Fremont_County_General_PbP.xlsx,89,166,83,166,83
2012_Fremont_County_Primary_PbP.xlsx,93,162,81,162,81
2012_solutions.xlsx,1422,2558,5765,1775,3437
2012报销单模板.xlsx,33,63,33,43,23
20130927143337_Contact List 20130927_Edit.xlsx,4040,11288,7664,34,23
2013 criteria hit.xlsx,19100,10435,10272,1420,733
2013_districts_2018sots.xlsx,19114,37540,42346,1467,2272
2013 Team STDs.xlsx,248,520,496,65,62
20140615_genomicanalysis-workbook.xlsx,2434,4247,3952,1973,2477
2014.12 Thermal Decay .xlsx,24011,30526,78573,24140,68462
2014_2009.xlsx,357,635,357,47,24
2014-2020.xlsx,40,12,11,12,11
2014 - 20 DROMIC Reports_PeopleAffected_DamagedHouses_Consolidated.xlsx,326,584,574,572,550
2014 hidalgo clarity.xlsx,12,24,12,24,12
2014临汾政府181个单位预算数据（截止2014-8-28）.xlsx,364,728,364,4,2
2014年春季莞城校区春季每周统.xlsx,264,535,305,333,172
2014 年预算-上海君悦hp.xlsx,36509,79412,90206,55039,58087
20150128_GT_squats.xlsx,3690,7380,3690,8,4
20150204 GLUEX computing model FINAL v2.xlsx,203,241,500,241,500
20150204成绩统计.xlsx,104,221,208,94,76
20150429_PostElectionsAnalysis_NOMIS_DDJ_DecisionTreeData.xlsx,1300,2600,1950,4,3
20150511_MSOA_Ward_Obesity_(original_document).xlsx,34,85,68,5,4
2015_07.xlsx,15,45,30,3,2
2015-16_CCD_Companion_LEA_Staff.xlsx,21,22,21,22,21
2015 Arborist Recompense Totals.xlsx,1110,7510,6400,9,7
2015 Kassabuch.xlsx,13512,20752,40488,7588,13968
2015_ngrid_leaks_repairs.xlsx,64,130,92,130,92
2015SecSport.xlsx,9823,23723,15146,183,106
2015하수도통계(최종).xlsx,219575,644353,690712,341178,326637
20160115_224917_position - 比較結果.xlsx,56,166,218,166,218
20160224_data.xlsx,227,454,227,281,141
20160225 - Vaccines_Dash_Final_Docs.xlsx,1790,2841,2880,446,410
201604_201602 Families.xlsx,149,280,276,261,234
20161110.xlsx,201,370,233,370,233
2016_acts.xlsx,3192,3859,3192,3234,2446
2016ENSO_Panama_LMA1.xlsx,4298,8596,8596,16,12
2016 FE Guide for DOE-OK to release-no-sales-4-27-2017Mercedesforpublic.xlsx,583,740,583,656,541
2016 girls minis.xlsx,1768,12376,10608,245,210
2016 Mitchell- KS precinct-level election results.xlsx,471,3650,3205,230,138
2016 Presidential Results.xlsx,1893,3782,4333,149,124
2016_tax_data_by_state_posey_new.xlsx,181,392,285,86,81
2016_tax_data_by_state.xlsx,1555,1017,1110,576,620
전국공공체육시설(2016년말기준).xlsx,1842,5040,4297,4876,4169
2016年新台账20160411(需求整理).xlsx,1415,3246,2745,1342,1278
2017-02-06-2017-02-12.xlsx,1776,2368,2368,16,16
2017_03_10_Soil_Plant_Fert_Data_Combined.xlsx,1400,4200,2800,3,2
2017-03-20-2017-03-26-第二修复版.xlsx,1776,2368,2368,16,16
2017-03-27-2017-04-02.xlsx,1776,2368,2368,16,16
2017-04-10-2017-04-16.xlsx,1776,2368,2368,16,16
201704_DATA_Dashboard_DT_ES_w14.xlsx,166,280,190,76,52
20170515_MSR9005_cd3_1436_subset_fix_Lx.xlsx,1696,4008,3128,238,177
20170727 8.1-4 置入表 确定版(1).xlsx,3679,6276,5816,3916,3640
20171204 1002-40303-PS-SOA-0001_Total NuevaUnionV16_ACTUAL_ml.xlsx,27447,39348,44762,20666,17358
2017.1.7需求反馈.xlsx,172,276,172,222,146
2017airmandata.xlsx,1568,3173,2388,2301,1898
2017ChinFRAMBP_StockProfilesJul24_2017xlsx.xlsx,4122,7691,7071,4432,4390
2017dataset-excelbackup.xlsx,1220,3050,1830,5,3
2017_HW2_EDAandGraphing - Hongchao_Pan&Yu_Sun_V1.0.xlsx,18711,31293,36140,21753,28731
2017 PoB by Race All.xlsx,24620,73824,61506,118,106
2017_q1_dec.xlsx,152,304,152,304,152
2017_q1_oct.xlsx,74,148,74,148,74
2017_q2_jan.xlsx,194,388,194,388,194
2017_q3_may.xlsx,362,724,362,724,362
2017_state_scorecard_public_use_data_file (1).xlsx,7,17,13,17,13
2017下期間接費遂行状況 - V応.xlsx,770,1503,2166,1403,2062
2017下期間接費遂行状況 - (広州)R.xlsx,782,1541,2263,1456,2139
2017下期間接費遂行状況 - (成都)R.xlsx,776,1542,2225,1444,2099
2017下期間接費遂行状況 - 物流.xlsx,767,1489,2127,1381,2031
2017下期間接費遂行状況 - 管理部.xlsx,767,1490,2127,1382,2031
2018_02_03.xlsx,13722,19441,28713,11409,17517
20180618.xlsx,221,442,221,30,15
2018-08-05_Dip_correction.xlsx,124,202,251,180,239
20180913_Data_Import_Tool_Logic..xlsx,353726,441235,1176164,261059,786492
2018-1QC_molds_daily_archive_v3.xlsx,145,396,269,56,40
2018-1QC_molds_monthly_v2.xlsx,1391,4096,2732,132,87
2018-End-of-Season-Rankings-12-tm-2-C.xlsx,11121,15,10,15,10
2018 FE Guide for DOE-release dates before 2-24-2018-no-sales-2-23-2018public.xlsx,565,700,547,628,511
2018_hosp_util_pivot_20191231.xlsx,144,293,303,231,229
2018-lv4-wbs.xlsx,152,276,152,276,152
2018_mlb_full_season.xlsx,2247,4758,4080,103,92
2018年7月6日 13時 各機種時段生產報表.xlsx,1853,3234,2679,1872,1703
2018年7月6日 14時 各機種時段生產報表.xlsx,2068,3600,3006,2088,1915
2019-01-01行政区划四级.xlsx,284641,375494,284641,53005,52989
201901角焊缝试验尺寸测量.xlsx,5207,9321,10619,1459,1096
20190204_RootCountryLegend.xlsx,221,278,256,276,255
2019_02_13_4020Pa_well1.xlsx,783,1566,783,4,2
2019-02-20-0659_site2a_aq.xlsx,18675,42339,65985,13732,24933
2019-02-20-1156_aq_site4.xlsx,42030,95277,148506,30859,56073
2019-02-27_quarter_all_business_income.xlsx,14036,35090,31581,10,9
2019-03-10_Laohu_us_profit_income_year.xlsx,2860,8580,11440,6912,9216
2019-03-11-0854_nee_site4.xlsx,20475,46419,72345,15052,27333
2019-04-09-eval-matched-gtid.xlsx,6370,27965,22960,3269,2870
2019-05-09-1029_dryopteris_goldiana.xlsx,9570,17178,39600,7650,15912
2019-05-10-1102_empty_racir.xlsx,9570,17178,39600,7650,15912
2019-05-11-0752_drimys_winteri.xlsx,9570,17178,39600,7650,15912
2019-05-11-1101_clethera_delvayi.xlsx,9570,17178,39600,7650,15912
2019-05-13-0954_abies_pinsapo.xlsx,9570,17178,39600,7650,15912
2019-05-16-0728_empty_racir (1).xlsx,9570,17178,39600,7650,15912
2019-05-16-0728_empty_racir.xlsx,9570,17178,39600,7650,15912
2019-05-16-0804_crinodendron_hookerianum (1).xlsx,9570,17178,39600,7650,15912
2019-05-16-0804_crinodendron_hookerianum.xlsx,9570,17178,39600,7650,15912
2019-05-16-0822_pinus_cembra (1).xlsx,9570,17178,39600,7650,15912
2019-05-16-0822_pinus_cembra.xlsx,9570,17178,39600,7650,15912
2019-05-16-1007_berberis_darwinii (1).xlsx,9570,17178,39600,7650,15912
2019-05-16-1007_berberis_darwinii.xlsx,9570,17178,39600,7650,15912
2019-05-16-1035_empty_racir (1).xlsx,9570,17178,39600,7650,15912
2019-05-16-1035_empty_racir.xlsx,9570,17178,39600,7650,15912
2019-05-19-0728_rhus_glabra.xlsx,9570,17178,39600,7650,15912
20190520 150644 SmartCut 效益.xlsx,109,276,325,183,231
2019-05-23-0936_empty_racir.xlsx,9570,17178,39600,7650,15912
2019-05-23-1011_fritillaria_imperialis.xlsx,9570,17178,39600,7650,15912
20190525 090219 SmartCut 效益.xlsx,109,276,325,183,231
20190525 164431 SmartCut 效益.xlsx,109,276,325,183,231
2019-05-26-1023_oxalis_oregana.xlsx,9570,17178,39600,7650,15912
2019-05-27-1032_ampellopsis_megalophylla.xlsx,9570,17178,39600,7650,15912
2019-05-29-0731_verbena_rigida.xlsx,9541,17126,39480,7627,15864
2019-05-31-0818_empty_racir.xlsx,9570,17178,39600,7650,15912
2019-06-11-0854_morus_australis.xlsx,9570,17178,39600,7650,15912
2019-06-13-0721_pinus_heldreichii.xlsx,9570,17178,39600,7650,15912
20190614 154055 Cut 2 效益.xlsx,109,276,325,183,231
20190614 154307 Cut 2 效益.xlsx,109,276,325,183,231
2019-06-15-0720_dryopteris_carthusiana.xlsx,9570,17178,39600,7650,15912
2019-06-15-0756_dryopteris_goldiana.xlsx,9570,17178,39600,7650,15912
2019-06-15-0811_empty_racir.xlsx,9570,17178,39600,7650,15912
2019-06-15-0826_cyperidium_japonicum.xlsx,9570,17178,39600,7650,15912
2019-06-15-0845_datisca_cannabina.xlsx,9570,17178,39600,7650,15912
2019-06-15-0919_persicaria_campanulata.xlsx,9570,17178,39600,7650,15912
2019-06-15-1027_euptelea_polyandra.xlsx,9570,17178,39600,7650,15912
2019-06-17-0715_picea_abies.xlsx,9570,17178,39600,7650,15912
2019-06-17-0824_scirpus_microcarpus.xlsx,9570,17178,39600,7650,15912
2019-06-17-1007_empty_racir.xlsx,9570,17178,39600,7650,15912
2019-06-18-0746_polystichum_setiferum.xlsx,9570,17178,39600,7650,15912
2019-06-18-0902_tsuga_mertensiana.xlsx,9570,17178,39600,7650,15912
2019-06-18-1012_empty_racir.xlsx,9570,17178,39600,7650,15912
2019-06-18-1042_vaccinium_deliciosum.xlsx,9570,17178,39600,7650,15912
2019-06-19-0847_aesculus_pavia.xlsx,9570,17178,39600,7650,15912
2019-06-19-0919_aristolochia_tormentosa.xlsx,9570,17178,39600,7650,15912
2019-06-22-0827_stachyurus_chinensis.xlsx,9570,17178,39600,7650,15912
2019-06-22-0900_trochodendron_araliodes.xlsx,9570,17178,39600,7650,15912
2019-07-01-0934_verbena_officinalis.xlsx,9570,17178,39600,7650,15912
2019-07-03-0837_osmunda_regalis.xlsx,9570,17178,39600,7650,15912
2019-07-03-1019_rhododendron_campylocarpum.xlsx,9570,17178,39600,7650,15912
2019-07-04-0718_schefflera_delavayi.xlsx,9570,17178,39600,7650,15912
2019-07-09-0933_ailanthus_altissima.xlsx,9570,17178,39600,7650,15912
2019-07-09_as7265x_reads (leaf 25-30).xlsx,6156,8208,8208,8208,8208
20190712 170521 Cut 2 效益.xlsx,109,276,325,183,231
2019-07-18-0854_angelica_archangelica.xlsx,9570,17178,39600,7650,15912
2019-07-23_as7265x_reads (leaf 55-60).xlsx,6156,8208,8208,8208,8208
2019-10-25 pendulum lab measurements (2).xlsx,467,640,571,80,72
201910Assignment6.xlsx,984,1985,1910,1196,1176
2019 42所一流大学美赛数据统计分析.xlsx,332,579,1341,35,43
2019 Distribution Tracking.xlsx,28737,158304,139404,58439,55665
2019-Housing-Inventory-Count-by-CoC.xlsx,221,442,221,442,221
2019 HQ Elison TERI Trial.xlsx,2294,16058,13764,14,12
2019 Publications_New Updates_2020 04 25.xlsx,17782,54766,48282,7524,7296
2019tb.xlsx,23112,61689,38601,99,63
2019 WGWIDE hom SCO exchange format demersal fleet discards 2018 data.xlsx,4960,12826,15860,5351,6463
2019年发票登记表.xlsx,44284,64061,44282,174,89
2.01_-_green.xlsx,2273,4589,5777,4531,5717
2.01_-_high_risk.xlsx,2273,4589,5777,4531,5717
2.01_-_validation_needed.xlsx,2273,4589,5777,4531,5717
사업자 현황(2020년 01월 100대 생활업종).xlsx,122160,344539,270224,11521,8901
20200121_manta_master_database_2014_2015.xlsx,1337,2346,2677,246,277
2020-02-10 0820 Analysis.xlsx,12083,36249,48330,36249,48330
2020_03_23_SBU_Sample_Event_Info_Field_2_with_date_field_cleaned-xlsx.xlsx,9720,19440,9720,2,1
20200324-進銷存-SF4_Vietnam_Silicom.xlsx,220,440,220,4,2
20200505_pval6_geneNames_junzli.xlsx,23896,95640,119388,24,16
202008-financial-package.xlsx,3257,6300,5875,2174,1940
20200903_WeeklyBankniftyExpiry_Kirubakaran.xlsx,6868,10127,11915,4759,3707
2020-09 Cleaned.xlsx,129792,259584,194688,4,3
2020-10-05_Valiant94-v1.7+1.xlsx,1451,1976,1974,1406,1494
2020-10-05_Valiant94-v1.7.xlsx,1451,1976,1974,1406,1494
사업자 현황(2020년 10월 100대 생활업종).xlsx,26165,104385,78253,89,81
2020-10-16 流调数据000AB全_To张靖-北京8社区-表2(2177)MR(1332)联菌群_（2020-10-13馨含昌平）.xlsx,16,32,16,32,16
